,Body_Type,Diet,Gender,Social_Activity,How_Often_Shower,Heating_Energy_Source,Transport,Vehicle_Type,Waste_Bag_Size,Frequency_Travelling_Air,New_Clothes_Monthly,Waste_Bag_Weekly,Monthly_Grocery_Bill,Daily_TV_PC_Hour,Vehicle_Monthly_Distance,Energy_Efficiency
225,overweight,pescetarian,male,moderate,frequently,solar,bike,diesel,medium,never,14.0,6.0,423.0,3.07,4844.0,4.89
226,athletic,omnivore,male,high,rarely,solar,bike,diesel,medium,never,10.0,1.0,528.0,0.15,4540.0,5.56
227,overweight,pescetarian,other,low,rarely,electricity,bike,petrol,large,rarely,5.0,3.0,243.0,1.75,1453.0,1.93
228,athletic,omnivore,male,moderate,daily,solar,hybrid,petrol,large,rarely,4.0,2.0,157.0,8.0,4141.0,4.59
229,athletic,vegetarian,other,moderate,frequently,gas,private,electric,small,rarely,3.0,5.0,434.0,2.99,3778.0,3.35
230,overweight,vegan,female,low,frequently,electricity,private,electric,extra large,frequently,5.0,5.0,160.0,4.0,3580.0,8.96
231,average,vegetarian,other,low,rarely,solar,walk,hybrid,extra large,rarely,6.0,7.0,355.0,0.92,3500.0,6.15
232,average,pescetarian,female,low,daily,gas,private,diesel,large,frequently,11.0,2.0,392.0,6.58,2134.0,2.57
233,average,vegetarian,other,low,frequently,gas,walk,diesel,medium,rarely,13.0,4.0,352.0,9.65,2431.0,5.37
234,average,vegan,other,low,rarely,solar,walk,diesel,extra large,frequently,1.0,4.0,66.0,4.24,4055.0,1.37
235,average,vegetarian,male,high,twice a day,wood,hybrid,hybrid,large,frequently,19.0,7.0,569.0,1.38,4048.0,5.04
236,overweight,vegan,other,low,daily,wood,private,hybrid,large,never,2.0,7.0,232.0,11.45,4456.0,9.11
237,overweight,vegan,male,moderate,frequently,solar,private,electric,small,rarely,4.0,7.0,312.0,6.14,3401.0,5.68
238,underweight,vegetarian,female,high,frequently,solar,hybrid,electric,medium,never,9.0,2.0,114.0,1.07,3209.0,2.95
239,average,omnivore,female,moderate,frequently,gas,hybrid,petrol,small,never,6.0,2.0,330.0,5.97,557.0,9.25
240,overweight,pescetarian,male,low,daily,solar,private,hybrid,small,frequently,8.0,2.0,548.0,0.54,915.0,9.46
241,underweight,omnivore,female,moderate,rarely,solar,private,hybrid,medium,frequently,17.0,1.0,585.0,0.66,1591.0,3.48
242,average,omnivore,other,low,twice a day,gas,walk,hybrid,large,frequently,5.0,5.0,146.0,3.82,2339.0,2.56
243,athletic,vegetarian,male,moderate,frequently,solar,public,diesel,medium,frequently,9.0,1.0,508.0,8.13,962.0,1.82
244,underweight,pescetarian,male,moderate,daily,solar,walk,electric,small,never,11.0,6.0,398.0,8.46,3677.0,7.95
245,overweight,pescetarian,male,low,frequently,solar,bike,petrol,small,frequently,1.0,7.0,352.0,10.82,2750.0,7.43
246,athletic,omnivore,female,moderate,rarely,gas,bike,hybrid,medium,never,0.0,7.0,222.0,1.3,747.0,7.91
247,athletic,vegetarian,female,high,twice a day,solar,public,hybrid,small,never,3.0,1.0,462.0,5.57,1521.0,2.46
248,athletic,pescetarian,other,moderate,frequently,wood,hybrid,hybrid,large,rarely,14.0,3.0,80.0,5.72,363.0,9.77
249,underweight,omnivore,other,high,daily,solar,bike,diesel,large,rarely,1.0,1.0,532.0,5.53,358.0,2.73
250,overweight,pescetarian,male,high,rarely,wood,hybrid,petrol,medium,frequently,2.0,7.0,184.0,10.1,4855.0,1.34
251,athletic,vegetarian,other,moderate,twice a day,solar,hybrid,petrol,medium,never,16.0,6.0,208.0,9.74,1570.0,4.54
252,average,vegetarian,female,high,daily,gas,walk,hybrid,large,never,1.0,5.0,291.0,6.09,2608.0,5.99
253,athletic,vegetarian,other,high,frequently,wood,hybrid,petrol,extra large,never,12.0,4.0,237.0,9.34,150.0,4.75
254,athletic,pescetarian,female,moderate,daily,solar,public,diesel,extra large,rarely,7.0,5.0,233.0,0.71,2742.0,5.37
255,underweight,vegan,other,low,twice a day,solar,walk,hybrid,extra large,never,19.0,7.0,366.0,6.39,1123.0,6.05
256,underweight,pescetarian,female,low,rarely,solar,public,electric,medium,never,18.0,2.0,238.0,1.14,1594.0,2.9
257,overweight,vegan,female,high,rarely,solar,hybrid,electric,large,never,9.0,6.0,404.0,10.4,884.0,8.58
258,average,vegetarian,other,high,frequently,gas,bike,petrol,large,rarely,6.0,2.0,497.0,6.04,4583.0,3.4
259,underweight,omnivore,other,low,frequently,electricity,hybrid,electric,large,frequently,3.0,2.0,315.0,0.21,4054.0,9.98
260,athletic,vegan,female,high,frequently,wood,public,electric,large,frequently,17.0,1.0,459.0,6.6,1152.0,9.77
261,overweight,vegetarian,male,low,frequently,solar,private,hybrid,medium,frequently,2.0,6.0,118.0,8.85,904.0,3.81
262,athletic,vegetarian,other,moderate,twice a day,gas,private,diesel,large,rarely,14.0,3.0,378.0,1.62,2669.0,5.76
263,athletic,vegan,female,high,frequently,electricity,bike,hybrid,large,rarely,19.0,4.0,146.0,3.39,2887.0,9.35
264,underweight,omnivore,other,moderate,daily,gas,public,diesel,small,frequently,16.0,1.0,303.0,5.38,567.0,6.01
265,overweight,vegetarian,other,low,twice a day,solar,bike,hybrid,small,frequently,7.0,7.0,563.0,4.98,2531.0,8.04
266,average,vegan,other,low,twice a day,electricity,walk,electric,small,rarely,14.0,2.0,347.0,6.03,3175.0,5.2
267,average,omnivore,other,moderate,frequently,wood,hybrid,hybrid,small,frequently,12.0,5.0,245.0,0.2,797.0,5.23
268,underweight,omnivore,other,high,twice a day,wood,walk,petrol,medium,never,13.0,7.0,592.0,8.86,4834.0,4.34
269,underweight,vegetarian,male,moderate,daily,gas,private,petrol,extra large,rarely,3.0,2.0,518.0,3.78,2964.0,5.37
270,overweight,pescetarian,male,moderate,twice a day,wood,hybrid,diesel,small,frequently,10.0,5.0,567.0,8.42,2941.0,1.51
271,average,pescetarian,male,high,twice a day,wood,walk,diesel,small,frequently,2.0,4.0,114.0,10.26,910.0,9.71
272,average,vegetarian,female,low,daily,electricity,private,diesel,small,rarely,18.0,2.0,553.0,8.25,3217.0,8.65
273,average,omnivore,male,moderate,daily,wood,walk,petrol,medium,rarely,12.0,6.0,442.0,8.06,4328.0,8.65
274,athletic,vegetarian,male,moderate,twice a day,electricity,hybrid,hybrid,extra large,never,3.0,6.0,499.0,6.95,1589.0,7.11
275,average,vegan,female,low,rarely,electricity,walk,electric,large,rarely,12.0,4.0,385.0,0.01,4163.0,2.74
276,athletic,pescetarian,male,moderate,twice a day,electricity,hybrid,diesel,small,rarely,14.0,2.0,292.0,10.85,1954.0,2.92
277,overweight,vegan,other,low,daily,wood,walk,hybrid,extra large,never,5.0,7.0,311.0,10.0,1852.0,1.79
278,athletic,vegetarian,male,high,daily,gas,bike,hybrid,large,frequently,17.0,2.0,458.0,2.33,409.0,8.03
279,overweight,vegetarian,male,low,daily,gas,walk,petrol,small,rarely,7.0,5.0,496.0,2.16,2703.0,9.07
280,average,omnivore,male,low,rarely,wood,walk,petrol,medium,frequently,8.0,3.0,236.0,0.44,4960.0,6.54
281,average,omnivore,other,moderate,daily,electricity,bike,electric,medium,never,19.0,6.0,295.0,4.55,4107.0,8.65
282,overweight,omnivore,other,low,frequently,wood,private,hybrid,medium,rarely,1.0,5.0,391.0,11.82,1456.0,9.15
283,underweight,vegan,other,low,frequently,solar,hybrid,diesel,large,never,9.0,1.0,91.0,1.17,4519.0,2.32
284,overweight,omnivore,other,moderate,rarely,gas,public,petrol,medium,frequently,1.0,7.0,432.0,6.78,1277.0,4.48
285,underweight,vegetarian,female,low,daily,electricity,private,hybrid,extra large,never,8.0,7.0,72.0,3.18,4068.0,2.25
286,athletic,omnivore,other,moderate,daily,wood,hybrid,petrol,large,rarely,8.0,7.0,467.0,10.34,1433.0,4.57
287,athletic,pescetarian,other,high,frequently,electricity,walk,hybrid,medium,rarely,12.0,4.0,410.0,6.09,3552.0,5.22
288,athletic,omnivore,other,low,frequently,solar,private,petrol,extra large,frequently,9.0,4.0,266.0,10.24,1413.0,7.39
289,average,vegan,other,high,twice a day,electricity,walk,diesel,extra large,frequently,6.0,3.0,136.0,11.16,2498.0,7.03
290,athletic,pescetarian,female,low,rarely,solar,private,electric,small,frequently,12.0,2.0,339.0,7.6,2765.0,9.9
291,underweight,pescetarian,male,low,twice a day,gas,private,diesel,small,frequently,4.0,4.0,506.0,3.39,1460.0,3.04
292,athletic,pescetarian,male,high,rarely,electricity,public,petrol,extra large,rarely,11.0,7.0,406.0,5.38,3659.0,2.39
293,overweight,vegan,other,high,daily,wood,bike,petrol,small,rarely,8.0,3.0,495.0,7.58,4473.0,7.55
294,overweight,vegetarian,other,moderate,daily,electricity,private,petrol,small,rarely,8.0,1.0,317.0,7.81,4535.0,7.33
295,average,omnivore,other,moderate,rarely,electricity,walk,diesel,large,never,17.0,4.0,177.0,0.8,3729.0,2.22
296,overweight,pescetarian,male,high,twice a day,solar,public,petrol,medium,never,7.0,7.0,129.0,4.21,1297.0,8.36
297,underweight,pescetarian,male,low,frequently,solar,private,diesel,large,frequently,17.0,1.0,133.0,6.39,2535.0,4.09
298,athletic,pescetarian,other,moderate,rarely,wood,bike,petrol,large,frequently,9.0,6.0,589.0,4.04,1181.0,5.24
299,average,vegetarian,male,low,rarely,gas,walk,electric,small,frequently,0.0,5.0,463.0,6.94,4490.0,7.18
300,athletic,vegetarian,female,moderate,rarely,gas,public,electric,medium,rarely,9.0,4.0,508.0,2.11,3971.0,6.47
301,athletic,vegan,other,moderate,daily,solar,hybrid,petrol,large,never,4.0,4.0,450.0,0.42,4439.0,7.01
302,underweight,vegetarian,other,moderate,rarely,wood,bike,hybrid,large,frequently,17.0,2.0,552.0,4.1,1332.0,2.03
303,overweight,omnivore,female,high,daily,electricity,hybrid,diesel,large,frequently,18.0,1.0,400.0,6.82,862.0,3.59
304,overweight,vegan,female,low,frequently,wood,hybrid,petrol,large,rarely,12.0,5.0,572.0,0.13,1937.0,8.31
305,athletic,vegan,male,high,frequently,wood,public,diesel,medium,never,5.0,3.0,80.0,7.34,2617.0,9.37
306,average,omnivore,female,moderate,twice a day,wood,public,hybrid,small,frequently,16.0,5.0,406.0,4.25,1227.0,4.72
307,overweight,omnivore,other,high,daily,gas,public,electric,extra large,frequently,13.0,4.0,210.0,11.92,3746.0,9.66
308,average,omnivore,male,high,frequently,electricity,hybrid,diesel,small,frequently,5.0,6.0,546.0,9.39,1740.0,9.38
309,overweight,vegan,female,high,frequently,wood,walk,diesel,extra large,frequently,15.0,1.0,318.0,3.49,1073.0,8.66
310,average,vegan,male,low,twice a day,gas,public,diesel,large,never,8.0,4.0,293.0,11.66,3162.0,7.75
311,underweight,vegan,male,high,twice a day,gas,bike,diesel,extra large,never,3.0,3.0,461.0,3.34,1680.0,5.78
312,average,omnivore,male,high,twice a day,solar,public,diesel,medium,frequently,17.0,3.0,238.0,1.3,1033.0,2.91
313,underweight,omnivore,male,high,daily,electricity,public,electric,medium,rarely,4.0,4.0,59.0,0.32,650.0,3.29
314,underweight,pescetarian,female,high,rarely,wood,public,diesel,large,frequently,0.0,6.0,214.0,9.4,1449.0,2.45
315,average,vegetarian,other,high,daily,electricity,hybrid,diesel,medium,rarely,14.0,7.0,576.0,3.83,2076.0,8.64
316,underweight,pescetarian,other,high,twice a day,solar,walk,electric,large,frequently,11.0,4.0,411.0,11.81,376.0,1.06
317,athletic,omnivore,female,high,rarely,solar,public,petrol,extra large,frequently,13.0,4.0,242.0,7.42,1960.0,3.4
318,underweight,vegan,other,moderate,frequently,wood,hybrid,petrol,small,rarely,11.0,1.0,446.0,1.97,302.0,6.45
319,overweight,omnivore,male,high,daily,gas,bike,diesel,small,frequently,12.0,2.0,105.0,4.03,4477.0,9.87
320,average,vegetarian,male,high,twice a day,solar,walk,electric,extra large,never,2.0,3.0,537.0,6.15,4170.0,3.68
321,athletic,pescetarian,male,low,twice a day,gas,hybrid,diesel,small,rarely,13.0,1.0,335.0,8.66,4570.0,2.9
322,average,pescetarian,female,moderate,rarely,solar,private,petrol,large,never,6.0,3.0,293.0,7.1,3472.0,1.68
323,overweight,vegan,male,high,daily,electricity,bike,electric,extra large,rarely,2.0,4.0,113.0,3.12,1363.0,3.56
324,overweight,pescetarian,male,low,frequently,wood,bike,hybrid,large,never,8.0,3.0,325.0,5.71,114.0,8.44
325,overweight,pescetarian,female,high,frequently,solar,private,electric,small,frequently,3.0,6.0,295.0,2.6,1739.0,2.18
326,underweight,omnivore,male,high,rarely,electricity,hybrid,petrol,large,frequently,1.0,6.0,148.0,4.2,4519.0,2.34
327,underweight,pescetarian,male,high,rarely,solar,hybrid,electric,medium,rarely,2.0,6.0,559.0,3.43,1168.0,2.29
328,average,pescetarian,other,high,frequently,wood,bike,hybrid,small,never,0.0,5.0,332.0,10.78,3580.0,2.05
329,average,pescetarian,female,high,rarely,electricity,hybrid,electric,medium,frequently,4.0,3.0,189.0,9.46,818.0,5.08
330,athletic,vegan,male,low,rarely,gas,private,diesel,medium,never,8.0,6.0,158.0,6.38,1718.0,8.45
331,athletic,vegan,male,high,daily,solar,hybrid,diesel,extra large,never,17.0,5.0,292.0,2.09,1434.0,5.14
332,average,omnivore,male,low,rarely,solar,bike,petrol,extra large,rarely,12.0,1.0,90.0,7.12,3232.0,5.9
333,underweight,pescetarian,male,high,twice a day,electricity,hybrid,electric,large,frequently,18.0,1.0,273.0,4.25,1384.0,6.15
334,overweight,vegan,other,low,twice a day,wood,walk,petrol,large,rarely,18.0,7.0,100.0,0.45,3382.0,4.47
335,average,vegan,other,moderate,twice a day,solar,private,electric,small,rarely,6.0,6.0,402.0,8.27,683.0,4.05
336,athletic,omnivore,other,high,rarely,electricity,private,petrol,large,frequently,6.0,7.0,129.0,3.07,3371.0,6.69
337,underweight,vegetarian,other,moderate,frequently,wood,public,electric,large,never,14.0,5.0,590.0,2.81,2983.0,4.15
338,average,pescetarian,female,moderate,twice a day,solar,hybrid,diesel,extra large,rarely,16.0,3.0,396.0,7.97,503.0,2.05
339,average,vegan,male,moderate,daily,electricity,private,petrol,extra large,frequently,2.0,6.0,100.0,10.46,600.0,8.76
340,underweight,omnivore,other,high,rarely,wood,hybrid,petrol,medium,never,16.0,1.0,364.0,3.38,4449.0,6.28
341,average,omnivore,male,moderate,frequently,solar,walk,hybrid,large,never,13.0,3.0,208.0,9.33,4891.0,8.46
342,underweight,omnivore,female,low,frequently,solar,bike,electric,extra large,never,4.0,2.0,158.0,10.63,2970.0,5.3
343,overweight,vegan,male,high,rarely,wood,bike,diesel,small,rarely,6.0,6.0,503.0,2.53,4768.0,6.79
344,underweight,pescetarian,male,moderate,rarely,wood,public,diesel,large,rarely,18.0,2.0,335.0,11.01,1768.0,9.28
345,underweight,vegetarian,other,high,daily,electricity,public,diesel,small,frequently,18.0,6.0,139.0,3.4,2304.0,7.74
346,underweight,pescetarian,other,moderate,rarely,solar,private,petrol,medium,never,0.0,5.0,345.0,2.61,1191.0,4.16
347,average,omnivore,female,low,rarely,solar,private,diesel,medium,never,18.0,5.0,568.0,4.33,4157.0,3.96
348,average,omnivore,male,high,frequently,electricity,private,petrol,extra large,frequently,16.0,3.0,505.0,2.74,3869.0,3.45
349,underweight,vegetarian,other,high,twice a day,solar,walk,hybrid,extra large,never,14.0,2.0,188.0,6.87,721.0,5.28
350,average,pescetarian,other,moderate,twice a day,solar,public,diesel,medium,never,7.0,2.0,564.0,5.67,1303.0,9.28
351,athletic,omnivore,other,low,frequently,solar,public,hybrid,small,frequently,7.0,5.0,274.0,8.04,1270.0,1.16
352,athletic,omnivore,female,high,rarely,gas,bike,electric,medium,frequently,0.0,4.0,69.0,8.69,1141.0,7.85
353,average,pescetarian,male,moderate,daily,wood,public,electric,medium,rarely,19.0,3.0,446.0,0.98,2653.0,4.17
354,average,omnivore,other,low,twice a day,gas,public,hybrid,extra large,rarely,8.0,3.0,494.0,1.84,4177.0,8.29
355,underweight,pescetarian,male,low,rarely,gas,walk,electric,large,rarely,1.0,1.0,482.0,9.48,1124.0,4.9
356,overweight,omnivore,female,low,twice a day,wood,private,diesel,extra large,frequently,0.0,5.0,94.0,0.79,105.0,7.5
357,average,pescetarian,male,low,frequently,gas,walk,diesel,extra large,rarely,15.0,1.0,329.0,7.91,1160.0,8.54
358,athletic,vegetarian,other,high,twice a day,electricity,hybrid,petrol,small,never,12.0,4.0,271.0,7.96,1381.0,5.23
359,underweight,omnivore,male,high,frequently,gas,bike,hybrid,medium,rarely,10.0,1.0,240.0,8.85,4253.0,7.59
360,average,vegetarian,male,low,frequently,electricity,bike,hybrid,large,rarely,0.0,4.0,570.0,2.62,1358.0,1.62
361,athletic,omnivore,female,moderate,frequently,wood,bike,petrol,large,rarely,5.0,1.0,361.0,1.81,3080.0,3.68
362,athletic,omnivore,female,moderate,daily,solar,private,diesel,extra large,frequently,0.0,5.0,382.0,5.4,2447.0,3.9
363,overweight,vegan,male,low,rarely,wood,private,hybrid,extra large,never,5.0,4.0,382.0,0.51,4478.0,5.28
364,underweight,pescetarian,male,low,frequently,wood,private,petrol,medium,frequently,8.0,3.0,248.0,10.1,2622.0,6.82
365,underweight,vegetarian,male,moderate,frequently,gas,bike,hybrid,small,never,12.0,5.0,433.0,8.96,1982.0,5.23
366,overweight,vegetarian,female,low,twice a day,wood,bike,hybrid,medium,rarely,15.0,5.0,560.0,10.62,3803.0,8.59
367,overweight,vegetarian,female,low,rarely,wood,bike,petrol,large,rarely,19.0,7.0,177.0,0.84,4802.0,3.32
368,underweight,pescetarian,male,high,daily,electricity,hybrid,hybrid,small,never,3.0,7.0,162.0,11.05,1483.0,2.21
369,underweight,vegan,female,high,daily,solar,hybrid,electric,extra large,frequently,19.0,6.0,91.0,9.08,1091.0,4.34
370,average,vegetarian,other,low,twice a day,gas,bike,petrol,extra large,frequently,10.0,2.0,562.0,1.35,3314.0,3.18
371,average,pescetarian,female,low,daily,solar,private,petrol,large,rarely,12.0,3.0,113.0,1.26,1915.0,6.34
372,overweight,omnivore,female,high,twice a day,solar,private,electric,medium,never,0.0,1.0,269.0,10.8,1134.0,6.13
373,average,vegetarian,female,low,rarely,solar,hybrid,hybrid,small,never,2.0,7.0,576.0,5.59,3534.0,7.63
374,athletic,vegetarian,other,high,twice a day,gas,hybrid,electric,medium,never,10.0,5.0,455.0,11.99,3145.0,8.07
375,average,vegan,other,high,twice a day,wood,bike,hybrid,medium,never,19.0,1.0,453.0,7.62,1665.0,2.28
376,average,vegetarian,other,moderate,frequently,solar,bike,diesel,medium,rarely,7.0,5.0,555.0,8.25,722.0,4.1
377,athletic,vegetarian,male,high,daily,gas,private,electric,extra large,frequently,0.0,3.0,138.0,5.61,2820.0,1.71
378,overweight,omnivore,male,moderate,rarely,wood,public,electric,large,rarely,18.0,5.0,217.0,5.24,973.0,7.12
379,athletic,pescetarian,other,moderate,rarely,solar,private,electric,small,never,13.0,7.0,479.0,9.62,1766.0,8.21
380,average,pescetarian,male,high,frequently,electricity,private,diesel,small,frequently,17.0,1.0,265.0,5.38,3493.0,9.65
381,overweight,vegan,male,low,twice a day,gas,bike,hybrid,large,rarely,5.0,1.0,360.0,5.98,1499.0,9.61
382,average,omnivore,male,high,rarely,solar,public,diesel,small,never,8.0,3.0,438.0,4.69,1976.0,6.69
383,athletic,pescetarian,other,moderate,rarely,gas,public,electric,small,rarely,8.0,7.0,539.0,2.36,2938.0,7.65
384,athletic,omnivore,female,high,twice a day,electricity,bike,diesel,medium,never,14.0,1.0,215.0,10.19,1109.0,2.88
385,average,pescetarian,other,high,twice a day,gas,walk,electric,medium,rarely,4.0,4.0,185.0,2.65,663.0,6.25
386,underweight,omnivore,other,moderate,rarely,wood,bike,petrol,large,rarely,18.0,5.0,190.0,3.62,4532.0,3.98
387,underweight,vegan,male,high,twice a day,solar,hybrid,hybrid,small,rarely,8.0,4.0,145.0,7.11,2035.0,1.98
388,athletic,vegetarian,male,high,daily,gas,public,electric,large,never,8.0,2.0,212.0,3.91,4502.0,5.41
389,athletic,vegan,female,moderate,rarely,gas,bike,diesel,large,frequently,16.0,7.0,74.0,4.24,2479.0,4.79
390,underweight,pescetarian,female,low,twice a day,solar,private,diesel,large,frequently,14.0,2.0,494.0,0.05,1977.0,1.62
391,underweight,vegan,female,moderate,rarely,electricity,private,diesel,large,never,9.0,6.0,80.0,9.61,3383.0,9.59
392,average,vegetarian,female,moderate,rarely,electricity,private,hybrid,medium,frequently,8.0,6.0,350.0,5.93,4394.0,9.61
393,average,vegan,other,high,frequently,solar,bike,petrol,extra large,frequently,18.0,7.0,261.0,2.35,3163.0,6.03
394,underweight,pescetarian,female,moderate,daily,solar,walk,hybrid,large,rarely,6.0,5.0,539.0,8.55,1818.0,9.5
395,average,pescetarian,other,high,daily,wood,hybrid,petrol,small,rarely,12.0,1.0,406.0,7.87,520.0,3.32
396,average,vegan,male,high,frequently,gas,private,diesel,extra large,never,1.0,3.0,56.0,4.52,1898.0,8.12
397,overweight,vegetarian,female,high,frequently,gas,bike,hybrid,medium,never,17.0,2.0,550.0,6.94,1764.0,9.54
398,average,vegan,male,moderate,rarely,electricity,walk,petrol,extra large,rarely,7.0,7.0,251.0,8.0,2907.0,4.56
399,athletic,vegetarian,male,moderate,daily,wood,public,diesel,extra large,never,7.0,1.0,266.0,0.74,4428.0,3.72
